task_id,task_type,difficulty,policy_version,method,answer_similarity,citation_coverage,citation_precision,policy_ref_recall,evidence_faithfulness,unsupported_claim_rate,contradiction_rate,decision_accuracy,traceability_score,human_review_correctness,audit_completeness,governance_readiness_score,update_adaptation_score,latency_seconds,overall_score
T020,compliance_check,medium,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000147,0.140149
T020,compliance_check,medium,,Keyword Search,0.170213,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000518,0.745951
T020,compliance_check,medium,,Standard RAG,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.00046,0.789947
T020,compliance_check,medium,,Hybrid RAG,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000743,0.789947
T020,compliance_check,medium,,Policy-as-Prompt,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000468,0.789947
T020,compliance_check,medium,,Structured Policy-as-Prompt,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000942,0.789947
T020,compliance_check,medium,,Policy-as-Skill No Audit,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001231,0.7745
T020,compliance_check,medium,,Policy-as-Skill,0.414634,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001032,0.794634
T021,risk_classification,medium,,Direct LLM,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000144,0.133482
T021,risk_classification,medium,,Keyword Search,0.145833,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.00067,0.841562
T021,risk_classification,medium,,Standard RAG,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000542,0.834461
T021,risk_classification,medium,,Hybrid RAG,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000789,0.834461
T021,risk_classification,medium,,Policy-as-Prompt,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000551,0.834461
T021,risk_classification,medium,,Structured Policy-as-Prompt,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001042,0.834461
T021,risk_classification,medium,,Policy-as-Skill No Audit,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001513,0.819015
T021,risk_classification,medium,,Policy-as-Skill,0.106383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001116,0.839149
T022,policy_conflict_detection,medium,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000109,0.140149
T022,policy_conflict_detection,medium,,Keyword Search,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000484,0.750723
T022,policy_conflict_detection,medium,,Standard RAG,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.00046,0.750723
T022,policy_conflict_detection,medium,,Hybrid RAG,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000728,0.750723
T022,policy_conflict_detection,medium,,Policy-as-Prompt,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000627,0.750723
T022,policy_conflict_detection,medium,,Structured Policy-as-Prompt,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000822,0.750723
T022,policy_conflict_detection,medium,,Policy-as-Skill No Audit,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001026,0.735276
T022,policy_conflict_detection,medium,,Policy-as-Skill,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.000985,0.75541
T023,evidence_grounded_recommendation,medium,,Direct LLM,0.076923,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,0.0,0.625,0.470536,1.0,0.000139,0.132328
T023,evidence_grounded_recommendation,medium,,Keyword Search,0.333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000492,0.775312
T023,evidence_grounded_recommendation,medium,,Standard RAG,0.166667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000437,0.845313
T023,evidence_grounded_recommendation,medium,,Hybrid RAG,0.166667,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000722,0.745313
T023,evidence_grounded_recommendation,medium,,Policy-as-Prompt,0.166667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000391,0.845313
T023,evidence_grounded_recommendation,medium,,Structured Policy-as-Prompt,0.166667,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000693,0.745313
T023,evidence_grounded_recommendation,medium,,Policy-as-Skill No Audit,0.333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001072,0.759866
T023,evidence_grounded_recommendation,medium,,Policy-as-Skill,0.333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001059,0.78
T024,human_review_routing,medium,,Direct LLM,0.033333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000109,0.139482
T024,human_review_routing,medium,,Keyword Search,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,0.0,0.8125,0.803125,1.0,0.000528,0.709149
T024,human_review_routing,medium,,Standard RAG,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,0.0,0.8125,0.803125,1.0,0.000456,0.709149
T024,human_review_routing,medium,,Hybrid RAG,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,0.0,0.8125,0.803125,1.0,0.000709,0.709149
T024,human_review_routing,medium,,Policy-as-Prompt,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,0.0,0.8125,0.803125,1.0,0.000415,0.709149
T024,human_review_routing,medium,,Structured Policy-as-Prompt,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,0.0,0.8125,0.803125,1.0,0.000962,0.709149
T024,human_review_routing,medium,,Policy-as-Skill No Audit,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001276,0.708702
T024,human_review_routing,medium,,Policy-as-Skill,0.075758,1.0,1.0,1.0,0.96,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001035,0.728836
G0001,evidence_grounded_recommendation,medium,,Direct LLM,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.00012,0.133482
G0001,evidence_grounded_recommendation,medium,,Keyword Search,0.073171,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000609,0.728483
G0001,evidence_grounded_recommendation,medium,,Standard RAG,0.088889,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000569,0.731313
G0001,evidence_grounded_recommendation,medium,,Hybrid RAG,0.088889,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000914,0.731313
G0001,evidence_grounded_recommendation,medium,,Policy-as-Prompt,0.088889,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000539,0.731313
G0001,evidence_grounded_recommendation,medium,,Structured Policy-as-Prompt,0.088889,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000938,0.731313
G0001,evidence_grounded_recommendation,medium,,Policy-as-Skill No Audit,0.073171,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001319,0.713037
G0001,evidence_grounded_recommendation,medium,,Policy-as-Skill,0.073171,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.002453,0.733171
G0002,compliance_check,hard,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000131,0.140149
G0002,compliance_check,hard,,Keyword Search,0.142857,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000705,0.841027
G0002,compliance_check,hard,,Standard RAG,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000695,0.830006
G0002,compliance_check,hard,,Hybrid RAG,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001107,0.830006
G0002,compliance_check,hard,,Policy-as-Prompt,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000701,0.830006
G0002,compliance_check,hard,,Structured Policy-as-Prompt,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001086,0.830006
G0002,compliance_check,hard,,Policy-as-Skill No Audit,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001369,0.81456
G0002,compliance_check,hard,,Policy-as-Skill,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001303,0.834694
G0003,risk_classification,medium,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000124,0.140149
G0003,risk_classification,medium,,Keyword Search,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000594,0.750723
G0003,risk_classification,medium,,Standard RAG,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000588,0.750723
G0003,risk_classification,medium,,Hybrid RAG,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000982,0.750723
G0003,risk_classification,medium,,Policy-as-Prompt,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000573,0.750723
G0003,risk_classification,medium,,Structured Policy-as-Prompt,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000985,0.750723
G0003,risk_classification,medium,,Policy-as-Skill No Audit,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001271,0.735276
G0003,risk_classification,medium,,Policy-as-Skill,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001595,0.75541
G0004,compliance_check,hard,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000149,0.140149
G0004,compliance_check,hard,,Keyword Search,0.142857,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000702,0.841027
G0004,compliance_check,hard,,Standard RAG,0.055556,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000654,0.825313
G0004,compliance_check,hard,,Hybrid RAG,0.055556,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001095,0.825313
G0004,compliance_check,hard,,Policy-as-Prompt,0.055556,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000605,0.825313
G0004,compliance_check,hard,,Structured Policy-as-Prompt,0.055556,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001034,0.825313
G0004,compliance_check,hard,,Policy-as-Skill No Audit,0.170732,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001441,0.830598
G0004,compliance_check,hard,,Policy-as-Skill,0.170732,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001312,0.850732
G0005,compliance_check,hard,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000127,0.140149
G0005,compliance_check,hard,,Keyword Search,0.142857,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000689,0.841027
G0005,compliance_check,hard,,Standard RAG,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000661,0.830006
G0005,compliance_check,hard,,Hybrid RAG,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001142,0.830006
G0005,compliance_check,hard,,Policy-as-Prompt,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000694,0.830006
G0005,compliance_check,hard,,Structured Policy-as-Prompt,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001072,0.830006
G0005,compliance_check,hard,,Policy-as-Skill No Audit,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001318,0.81456
G0005,compliance_check,hard,,Policy-as-Skill,0.081633,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001375,0.834694
G0006,policy_update_adaptation,hard,v2,Direct LLM,0.066667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.520536,0.0,0.000118,0.135482
G0006,policy_update_adaptation,hard,v2,Keyword Search,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000686,0.883317
G0006,policy_update_adaptation,hard,v2,Standard RAG,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000674,0.883317
G0006,policy_update_adaptation,hard,v2,Hybrid RAG,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001042,0.883317
G0006,policy_update_adaptation,hard,v2,Policy-as-Prompt,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000614,0.883317
G0006,policy_update_adaptation,hard,v2,Structured Policy-as-Prompt,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001011,0.883317
G0006,policy_update_adaptation,hard,v2,Policy-as-Skill No Audit,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001341,0.867871
G0006,policy_update_adaptation,hard,v2,Policy-as-Skill,0.395349,1.0,1.0,1.0,0.973684,0.026316,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002328,0.888005
G0007,risk_classification,medium,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000119,0.140149
G0007,risk_classification,medium,,Keyword Search,0.211538,1.0,1.0,1.0,0.977778,0.022222,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000628,0.750723
G0007,risk_classification,medium,,Standard RAG,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000572,0.761176
G0007,risk_classification,medium,,Hybrid RAG,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000863,0.761176
G0007,risk_classification,medium,,Policy-as-Prompt,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000524,0.761176
G0007,risk_classification,medium,,Structured Policy-as-Prompt,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,1.0,1.0,0.8125,0.953125,1.0,0.000959,0.761176
G0007,risk_classification,medium,,Policy-as-Skill No Audit,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,0.857143,1.0,0.9375,0.941518,1.0,0.001253,0.74573
G0007,risk_classification,medium,,Policy-as-Skill,0.275,1.0,1.0,1.0,0.969697,0.030303,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001244,0.765864
G0008,compliance_check,hard,,Direct LLM,0.037037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.714286,1.0,0.625,0.620536,1.0,0.000109,0.140149
G0008,compliance_check,hard,,Keyword Search,0.170732,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000687,0.846044
G0008,compliance_check,hard,,Standard RAG,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000593,0.851313
G0008,compliance_check,hard,,Hybrid RAG,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001084,0.851313
G0008,compliance_check,hard,,Policy-as-Prompt,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.000586,0.851313
G0008,compliance_check,hard,,Structured Policy-as-Prompt,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8125,0.953125,1.0,0.001156,0.851313
G0008,compliance_check,hard,,Policy-as-Skill No Audit,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.857143,1.0,0.9375,0.941518,1.0,0.001373,0.835866
G0008,compliance_check,hard,,Policy-as-Skill,0.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001376,0.856
